web-scraper-order,web-scraper-start-url,club-image-src,club-name,club-description
"1523568745-578","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/c63e2dc1-6224-4c55-b62a-3d57f033a80d3ce9014d-7ece-4131-a4b0-ab913618dd30.png?preset=small-sq","Smash Knights","Smash Knights is a community on campus that has the goal to help organize events for students who enjoy playing the video game series Super Smash Brothers and offer a platform for students to socialize and compete."
"1523568745-237","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/89a9f485-96d4-4342-9415-cf764b83982809175c36-c51a-4070-8e15-7013819957bb.jpg?preset=small-sq","Elements of Hip Hop","Our mission is to promote the positive aspects of the Hip Hop culture to the University of Central Florida's student body and surrounding communities."
"1523568745-104","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/725d45c6-0665-4ff8-8a1f-280ca993bb4a3dfa43f9-3f2b-4021-a3e3-7842755be81a.jpg?preset=small-sq","American Society of Mechanical Engineers","Mechanical Engineering Club offering Meetings with speakers and design review, tours to local industry, design competitions, social hangouts, professional and engineering workshops, and always free pizza and soda (though members get priority in events)."
"1523568745-502","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/e34ed95d-302e-42fd-bf02-5eb55001f7b1235a759d-a79f-42fc-95d6-1c632e59bfbe.png?preset=small-sq","Pi Tau Sigma","Mechanical Engineering Honor Society"
"1523568745-177","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/02dce2e5-3498-44b9-8725-ced8a665635efd5e0c20-1df1-48e0-8f66-766a7fdf3438.jpg?preset=small-sq","Chi Sigma Iota Counseling Honor Society","CSI is an international honor society that values academic and professional excellence in counseling. Our mission is to promote scholarship, research, professionalism, leadership, advocacy, and excellence in counseling."
"1523568745-174","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/f054965e-7c9b-4875-9d18-be4d2c6acbf5ec243235-1173-4342-a3a2-0a28a75d24e2.jpg?preset=small-sq","Chi Alpha Christian Fellowship","Chi Alpha Christian Fellowship is a campus ministry here at UCF. We are a community of Christ followers endeavoring to show His love on campus, in the community, and around the world. We value worship, discipleship, fellowship, mission and prayer."
"1523568745-501","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/84724dbb-6fd5-4966-9b7b-cdd8f67a8d30953d9f6d-2a27-46cc-8861-45b9f39b9164.gif?preset=small-sq","Pi Sigma Alpha National Political Science Honor Society","Pi Sigma Alpha, the National Political Science Honor Society Mu Sigma Chapter."
"1523568745-476","https://knightconnect.campuslabs.com/engage/organizations","","P","The purpose of the group is to prepare pre-service educators to teach one of the most vulnerable student populations, critically ill children (cancer, HIV/AIDS, sickle-cell disease)."
"1523568745-515","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/bdfcadbb-e9a9-4651-b648-f1285041cbbcd7e9b1b6-e257-4c18-b6ba-a9b74ac44639.jpg?preset=small-sq","Pride Student Association","The mission of Pride Student Association is to provide a unifying student-led group that promotes acceptance, diversity, and a safe social environment for students of various sexual and gender identities engaging in social and political awareness."
"1523568745-381","https://knightconnect.campuslabs.com/engage/organizations","","L","The mission of this organization is to foster and encourage high academic achievement within the anthropology major at the University of Central Florida as well as recognize superior scholarship of its faculty members."
"1523568745-70","https://knightconnect.campuslabs.com/engage/organizations","","A","To bring together students interested in a career in computer graphics and interactive techniques, and to introduce them to new technologies while creating relationships to further them in their careers."
"1523568745-496","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/34064daf-c900-49ce-b8ca-3c0821319d21e69f6d75-c395-492f-a102-0c4fded4a8e5.png?preset=small-sq","Physics Women Society","The mission of Physics Women Society is to promote the interest of women in the physics department by providing a platform for networking, guidance, mentoring, and counseling."
"1523568745-123","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/0e3fafd4-30f8-455f-be89-133201bf11ff7e19142d-eea2-4ff5-a618-9e6a89d2c838.jpg?preset=small-sq","Association of Environmental Professionals at the University of Central Florida","The mission of the Association of Environmental Professionals at the University of Central Florida is to encourage members in the pursuit of environmentally related careers and to foster personal and professional development."
"1523568745-433","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/9200b7f9-0818-4a76-9555-fa736fcd2c312943dc9f-50e9-4759-a0ec-70bc60e070df.jpg?preset=small-sq","National Organization for Women at UCF","Welcome to the NOW Campus Action Network at the University of Central Florida! The National Organization for Women is the largest organization of feminist activists in the United States with more than 550,000 contributing members."
"1523568745-235","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/c1bcd1d6-4d1c-48d6-b93f-2ee9ad3756091866f4d3-d3d0-4471-88e2-ba73491c2e12.jpg?preset=small-sq","Education Student College Council","The Education Student College Council is a prestigious leadership organization, where members provide a student voice to the faculty and administration of the College of Education and Human Performance."
"1523568745-189","https://knightconnect.campuslabs.com/engage/organizations","","C","The mission of the Collegiate Clarinet Club is to enhance the musical development, education, and experience of those interested in learning about the clarinet, future clarinet performers, and educators."
"1523568745-139","https://knightconnect.campuslabs.com/engage/organizations","","B","To provide a residence life program that encourages a positive living and learning environment, supportive of students' development in the college community by providing quality opportunities and connections for academic and personal growth."
"1523568745-366","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/68a44913-f287-435a-bde8-34d3694f2900a05106ea-01d5-4cbb-88e1-511d34e7ea59.jpg?preset=small-sq","Knights for Israel","To bring together pro-Israel students and teach them how to advocate for Israel. We also bring culture events and speakers to campus. All students welcomed!"
"1523568745-195","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/c63a54b7-f088-4a84-9ba7-70f2ae126bf9c85e1b16-e746-46c0-9d89-c229c5dc1759.jpg?preset=small-sq","Colombian Student Association","ColSA's mission is to promote and support networking amongst Colombian students at UCF; and to raise awareness of the Colombian culture, history, heritage and current events among the UCF community."
"1523568745-229","https://knightconnect.campuslabs.com/engage/organizations","","D","Mission: to promote the professional development of doctoral level graduate students in clinical psychology, provide a liaison between the students, faculty, and administration; to increase the spirit of cohesion between the university and the community."
"1523568745-541","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/7555ed15-6d39-4650-b769-7d25da61c15233f368c2-439c-44df-b522-1f2b33591339.jpeg?preset=small-sq","Rho Lambda National Leadership Recognition Society for Sorority Women","The purpose of Rho Lambda is to honor those women within the sorority community who have exhibited the highest qualities of leadership and service to their Greek community and their sorority."
"1523568745-548","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/1b5fb02f-2d00-4d05-96e8-bcd5368591d0c68250af-a652-47d9-9918-d1512097944a.png?preset=small-sq","Rosen Life","Rosen Life provides students equal opportunity to get involved in professionalism, leadership, service and events throughout the University of Central Florida’s Rosen College Campus!"
"1523568745-260","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/710c5559-ba7b-4472-8ac5-8406e70a8d6ac783a0b0-d65b-43c7-8a28-2111e08ac13e.png?preset=small-sq","First Person View Knights","The mission of First Person View Knights is to give UCF students a place to learn, design, fly, and research multi-rotor aircraft."
"1523568745-126","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/2dd7eedc-c0b9-42f6-9c09-b8a19f05a8d776984d5f-7235-4f4d-b0a4-5559996dac0e.png?preset=small-sq","Association of Pre-Physician Assistants","The mission of the Association of Pre-Physician Assistants is to promote the underrepresented PA profession as well as to shape well-rounded students and assist them in becoming exceptional candidates for acceptance into a PA Program."
"1523568745-539","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/69df8491-2585-47de-ba91-6a8df511ae44d55ee383-43a5-446e-a9cf-c13ef9328d07.jpg?preset=small-sq","Reproductive Justice Knights Project","Our mission is to create a space in which individuals exercise their rights through empowerment, dignity, and autonomy via access to resources and comprehensive education to make informed decisions about their reproductive lives."
